Timestamp,Gender,Career stage / position,Are you a wet or dry lab person?,Which industry do you work in?,In which country do you live/work?,R experience: How long have you been using R? ,Do you use base R or tidyverse? [Base R],Do you use base R or tidyverse? [Tidyverse],Bioconductor experience: How long have you been using Bioconductor? ,Is R/Bioconductor your primary analysis tool?,"What other programming languages do you use? (e.g. C, JavaScript, MATLAB, Python, ...)","What other biological software projects do you use? (e.g. Bioconda, Biopython, Galaxy, ...)",What types of data do you analyze using Bioconductor?,What is your primary tool for interacting with R/Bioconductor?,Which of the following do you do?,What barriers are there to contributing your package to Bioconductor?,Where do you go to get help on Bioconductor package use?,Please consider some specific aspects of Bioconductor. How satisfied are you with ... [Guide to Scale: 1 = Very Dissatisfied; 2 = Dissatisfied; 3 = OK; 4 = Satisfied; 5 = Very Satisfied] [Bioconductor's website],Please consider some specific aspects of Bioconductor. How satisfied are you with ... [Guide to Scale: 1 = Very Dissatisfied; 2 = Dissatisfied; 3 = OK; 4 = Satisfied; 5 = Very Satisfied] [Bioconductor's support site],Please consider some specific aspects of Bioconductor. How satisfied are you with ... [Guide to Scale: 1 = Very Dissatisfied; 2 = Dissatisfied; 3 = OK; 4 = Satisfied; 5 = Very Satisfied] [Bioconductor's package documentation],Please consider some specific aspects of Bioconductor. How satisfied are you with ... [Guide to Scale: 1 = Very Dissatisfied; 2 = Dissatisfied; 3 = OK; 4 = Satisfied; 5 = Very Satisfied] [Ease of use of Bioconductor packages],Please consider some specific aspects of Bioconductor. How satisfied are you with ... [Guide to Scale: 1 = Very Dissatisfied; 2 = Dissatisfied; 3 = OK; 4 = Satisfied; 5 = Very Satisfied] [Quality of Bioconductor packages],Please consider some specific aspects of Bioconductor. How satisfied are you with ... [Guide to Scale: 1 = Very Dissatisfied; 2 = Dissatisfied; 3 = OK; 4 = Satisfied; 5 = Very Satisfied] [Breadth of Bioconductor packages],Please consider some specific aspects of Bioconductor. How satisfied are you with ... [Guide to Scale: 1 = Very Dissatisfied; 2 = Dissatisfied; 3 = OK; 4 = Satisfied; 5 = Very Satisfied] [Bioconductor core classes and packages],Please consider some specific aspects of Bioconductor. How satisfied are you with ... [Guide to Scale: 1 = Very Dissatisfied; 2 = Dissatisfied; 3 = OK; 4 = Satisfied; 5 = Very Satisfied] [Bioconductor training material],Please consider some specific aspects of Bioconductor. How satisfied are you with ... [Guide to Scale: 1 = Very Dissatisfied; 2 = Dissatisfied; 3 = OK; 4 = Satisfied; 5 = Very Satisfied] [Bioconductor annotation resources],Please consider some specific aspects of Bioconductor. How satisfied are you with ... [Guide to Scale: 1 = Very Dissatisfied; 2 = Dissatisfied; 3 = OK; 4 = Satisfied; 5 = Very Satisfied] [Interactive R/Shiny],Please consider some specific aspects of Bioconductor. How satisfied are you with ... [Guide to Scale: 1 = Very Dissatisfied; 2 = Dissatisfied; 3 = OK; 4 = Satisfied; 5 = Very Satisfied] [Data Visualization ],Please consider some specific aspects of Bioconductor. How satisfied are you with ... [Guide to Scale: 1 = Very Dissatisfied; 2 = Dissatisfied; 3 = OK; 4 = Satisfied; 5 = Very Satisfied] [Bioconductor GitHub repository],Please consider some specific aspects of Bioconductor. How satisfied are you with ... [Guide to Scale: 1 = Very Dissatisfied; 2 = Dissatisfied; 3 = OK; 4 = Satisfied; 5 = Very Satisfied] [Bioconductor F1000 workflows],Please consider some specific aspects of Bioconductor. How satisfied are you with ... [Guide to Scale: 1 = Very Dissatisfied; 2 = Dissatisfied; 3 = OK; 4 = Satisfied; 5 = Very Satisfied] [Package submission and review process],Please consider some specific aspects of Bioconductor. How satisfied are you with ... [Guide to Scale: 1 = Very Dissatisfied; 2 = Dissatisfied; 3 = OK; 4 = Satisfied; 5 = Very Satisfied] [Overall satisfaction with Bioconductor],"Please tell us about your experience with Bioconductor annotation resources (e.g. annotation packages, biomaRt, AnnotationHub, ...)",Please tell us about your experience with Bioconductor ExperimentHub,Which Bioconductor packages do you use most frequently?,What are the best aspects of Bioconductor?,What are the worst aspects of Bioconductor?,Do you have suggestions for new activities to benefit the user or developer community?,What analysis would you like to do in Bioconductor but currently cannot?,"Is there anything else you'd like to tell us? (e.g. future vision for Bioconductor, ...)"
10/8/2019 20:16:03,Male,"PhD, staff",Dry lab,Academia / University,Switzerland,2 - 5 years,Frequent user,Rare user,2 - 5 years,No,"Perl, Python, Java, JavaScript",,RNA sequencing (bulk),"Command line, RStudio","I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators, I have written my own R / Bioconductor package and released it via Bioconductor",,bioc-devel mailing list,5,3,4,5,4,4,4,Not Applicable / Rarely use,2,Not Applicable / Rarely use,4,4,Not Applicable / Rarely use,4,4,,,"tximport, edgeR, Biostrings, rtracklayer, ...","load packages, manage dependencies, documentation",version of packages not linked to version of Bioconductor,,,
10/8/2019 20:33:06,female,postdoc,Dry lab,"Academia / University, Biotechnology (including start-up), Pharmaceutical",Spain,> 10 years,Frequent user,Frequent user,> 10 years,Yes,Perl,none,RNA sequencing (bulk),"Command line, RStudio","I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators, I contribute to R packages (on CRAN, Bioconductor or elsewhere), I have written my own R / Bioconductor package and released it via Bioconductor",time consuming but it is OK,"website, package helps",5,5,4,4,4,5,4,4,4,4,4,4,4,4,5,I use to use them as a first option to ,I dont have experience,"those related to NGS, annotation and plots","Breadth of Bioconductor packages and training course. Huge community, easy to find help","Dependencies of the packages, unstable version of packages... sometimes are incompatible with diff version of R.","Give more training how to build packages. Once you lear how to compile and build, you understand much better how to use the packages and how to ask for help. ",,
10/8/2019 20:43:30,male,post-doc,Dry lab,Hospital / Clinical,Germany,5 - 10 years,Frequent user,Rare user,5 - 10 years,Yes,C,none,Proteomics,neovim + nvim-r-plugin,"I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators, I contribute to R packages (on CRAN, Bioconductor or elsewhere), I have written my own R / Bioconductor package that is shared on GitHub or similar, I have written my own R package and released it via CRAN, I have written my own R / Bioconductor package and released it via Bioconductor",none,https://support.bioconductor.org/,2,1,2,2,1,2,1,Not Applicable / Rarely use,Not Applicable / Rarely use,Not Applicable / Rarely use,3,2,Not Applicable / Rarely use,2,1,,,"MSnbase, Biostrings",open and friendly community,,,,
10/8/2019 23:49:53,Male,Post-doc,Both,Academia / University,United States,1 - 2 years,Frequent user,Rare user,1 - 2 years,Yes,SQL,,"DNA sequencing (whole genome, exome / targeted)","Command line, RStudio","I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators, I contribute to R packages (on CRAN, Bioconductor or elsewhere), I have written my own R / Bioconductor package, but its not publicly available",Completing my own work,My Post doc advisor who has published a bioconductor package,3,Not Applicable / Rarely use,4,3,5,3,2,2,Not Applicable / Rarely use,Not Applicable / Rarely use,Not Applicable / Rarely use,Not Applicable / Rarely use,Not Applicable / Rarely use,Not Applicable / Rarely use,4,None,None,DECIPHER Biostrings,Biostrings,Leaving package documentation up to package authors is always a bit dicey.,Direct participation in things like the NLM/NCBI codeathons/hackathons might be cool.,,
10/9/2019 0:08:48,F,PhD,Both,Academia / University,,2 - 5 years,Sometimes user,Frequent user,< 1 year,Yes,,,,RStudio,"I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators",I am not an expert programmer and while I have developed my own customised scripts I am afraid they might not be sufficient quality ,I normally ask a computer scientist or bioinformatician. Sometimes I contact package developers. ,2,2,4,2,5,5,4,2,2,Not Applicable / Rarely use,,5,Not Applicable / Rarely use,Not Applicable / Rarely use,4,biomart works great ,,,"Packages are generally very good, well maintained, authors are able to be reached ",,There needs to be an standardised guide /tutorials to use each library. Not only with data from the creators. Many times when you try to use your own data it does not work or it is not clear because the authors simply used a function on their built-in data and the results are not extrapolated. ,An similar version to bedtools. Fast and simple to do. The learning curve for bio conductor is high for those from non computer background. ,"It would be nice if there could be curators for each area (RNA, genomics, epigenomics, data visualisation , etc) who could review packages and somehow create a whole integrative tutorial for each area with open access data and using several packages. Perhaps YouTube videos similar to those of Dave Robinson on tidy Tuesday. "
10/9/2019 0:21:14,Male,Post-do,Dry lab,Academia / University,USA,2 - 5 years,Frequent user,Frequent user,2 - 5 years,Yes,"Python, C++, Javascript",Bioconda,"RNA sequencing (bulk), Methylation, Single cell genomics, Metabolomics","Command line, RStudio","I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators, I contribute to R packages (on CRAN, Bioconductor or elsewhere), I have written my own R / Bioconductor package, but its not publicly available, I have written my own R / Bioconductor package that is shared on GitHub or similar, I have written my own R / Bioconductor package and released it via Bioconductor",The package size limitation,"Bioconductor support, stackoverflow, blogs",4,2,5,5,4,4,4,4,4,3,3,5,4,5,4,"biomaRt have some issues connecting to sever, the others are fine",I don't frequently use it,"GenomicRanges, rtracklayer, IRanges, ChipPeakAnno, Chipseeker, ComplexHeatmap, DESeq2, edgeR, scater",The documentation,Obliging packages to use the latest version of R,"Maybe create a slack channel, youtube tutorials",,
10/9/2019 2:39:01,Masculine,Research staff,Both,Instituto/Hospital,Canada,5 - 10 years,Frequent user,Rare user,5 - 10 years,Yes,"Bash, Python","Bioconda, Biopython, Brew, Bioperl","RNA sequencing (bulk), DNA sequencing (whole genome, exome / targeted)","Command line, RStudio",I use functions from R packages to analyze data,Knowledge,Community and the authors,4,3,2,3,5,5,5,2,4,4,5,5,5,Not Applicable / Rarely use,3,"We need more training material, particular when the data is from non-human",I have not use ExperimentHub,"Phyloseq, genomicRanges",Statistics and graphs,"It is difficult to get tutorials about how to use the programs, particular about the formats used to get in the programs, when the data is raw, not already in R.",The availability of tutorials but going beyond the use of humans and data already in R. ,Real time access to genomic data,Many thanks for all your work and dedication.
10/9/2019 9:27:45,Male,PhD student,Dry lab,Academia / University,Australia,5 - 10 years,Sometimes user,Frequent user,2 - 5 years,Yes,"Python, Bash, JavaScript",,"RNA sequencing (bulk), Single cell genomics",RStudio,"I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators, I contribute to R packages (on CRAN, Bioconductor or elsewhere), I have written my own R / Bioconductor package, but its not publicly available, I have written my own R / Bioconductor package that is shared on GitHub or similar, I have written my own R package and released it via CRAN, I have written my own R / Bioconductor package and released it via Bioconductor",,"Vignettes, manuals, StackOverflow, search engine",3,3,4,4,4,4,4,Not Applicable / Rarely use,4,3,5,4,5,5,5,,,"scater, scran, SingleCellExperiment","Community, knowledge sharing",,,,
10/9/2019 20:39:51,Male,PhD student,Both,Academia / University,The Netherlands,1 - 2 years,Sometimes user,Frequent user,1 - 2 years,Yes,Python,Bioconda,"RNA sequencing (bulk), Single cell genomics, Microarray, FACS",RStudio,"I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators",Inaccessible resource to understand S4.,Bioconductor forum.,4,5,4,3,3,4,3,3,3,3,3,3,4,3,3,,,"edgeR, limma, DESeq2, monocle",Everyone is approachable! Fast response to questions in the forum.,,Structured and inaccessible guide to develop bioconductor packages.,,
10/10/2019 0:08:44,male,technician,Dry lab,Academia / University,Switzerland,> 10 years,Frequent user,Rare user,> 10 years,Yes,"Python, Perl","Galaxy, Bioconda","RNA sequencing (bulk), DNA sequencing (whole genome, exome / targeted), Single cell genomics","Command line, RStudio","I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators, I contribute to R packages (on CRAN, Bioconductor or elsewhere)",,www.bioconductor.org / support.bioconductor.org / google,4,4,4,3,3,4,4,4,4,4,4,Not Applicable / Rarely use,5,Not Applicable / Rarely use,5,,,,,too many packages have overlapping functionalities (or are redundant),,,
10/10/2019 0:10:00,M,Research scientist,Both,"Academia / University, Government",Japan,> 10 years,Sometimes user,Rare user,> 10 years,Yes,,Debian Med,"RNA sequencing (bulk), DNA sequencing (whole genome, exome / targeted)",RStudio,"I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators, I contribute to R packages (on CRAN, Bioconductor or elsewhere), I have written my own R / Bioconductor package, but its not publicly available, I have written my own R / Bioconductor package that is shared on GitHub or similar, I have written my own R / Bioconductor package and released it via Bioconductor",,,3,4,4,4,4,5,5,4,4,Not Applicable / Rarely use,Not Applicable / Rarely use,4,Not Applicable / Rarely use,Not Applicable / Rarely use,5,,,GenomicRanges,Its staff,Basing every second release on r-devel,,,Thank you
10/10/2019 2:21:22,male,tenure-track faculty,Dry lab,Academia / University,USA,> 10 years,Frequent user,Sometimes user,> 10 years,Yes,"C++, python",Bioconda,"RNA sequencing (bulk), Single cell genomics, Microarray, Nanostring","RStudio, Emacs + ESS","I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators, I contribute to R packages (on CRAN, Bioconductor or elsewhere), I have written my own R / Bioconductor package that is shared on GitHub or similar, I have written my own R / Bioconductor package and released it via Bioconductor",Creating data packages for the vignettes,Support site,3,5,5,3,5,3,4,3,4,4,5,4,5,5,5,"AnnotationHub, ensembldb, and annotation packages (TxDb) for transcript databases",limited,"DESeq2, edgeR, limma, tximport","open community, long term maintenance and support from developers",needs to become more diverse in terms of gender and under-represented minorities in the community and eventually to leadership roles,more engagement activities at e.g. RLadies or other ways to bring more diverse users into the community,"something like IGV is kind of missing from Bioconductor, current packages are clunky",
10/11/2019 2:21:54,Female ,Post-doc,Dry lab,Academia / University,US,2 - 5 years,Frequent user,Rare user,1 - 2 years,Yes,,,"RNA sequencing (bulk), DNA sequencing (whole genome, exome / targeted), Methylation, Metabolomics","Command line, RStudio","I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators, I contribute to R packages (on CRAN, Bioconductor or elsewhere)",,,5,5,3,4,4,4,3,3,4,3,3,4,5,4,4,,,,,,,,
10/11/2019 6:57:03,Male,Undergrad,Both,Academia / University,India,1 - 2 years,Sometimes user,Sometimes user,< 1 year,Yes,Python,Galaxy,RNA sequencing (bulk),RStudio,"I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators",NA,Google,1,4,3,4,4,5,Not Applicable / Rarely use,5,Not Applicable / Rarely use,Not Applicable / Rarely use,4,Not Applicable / Rarely use,Not Applicable / Rarely use,Not Applicable / Rarely use,4,,,Deseq2,Deseq2 support,,,,
10/11/2019 7:57:11,male,PostDoc,Dry lab,Academia / University,Germany,2 - 5 years,Frequent user,Frequent user,2 - 5 years,Yes,,,"RNA sequencing (bulk), Methylation, Metabolomics, Proteomics, Imaging data, CRISPR",RStudio,"I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators, I have written my own R / Bioconductor package, but its not publicly available",,,1,4,3,4,4,3,2,3,3,1,5,3,4,Not Applicable / Rarely use,4,"Download to slow, should be made tidyverse-compatible",,"DESeq2, limma, vsn, pheatmap",,"DataFrame and tidyverse-non compatibility, the Bioconductor website",,One where I don't have to convert DataFrame to data.frame,
10/11/2019 7:59:06,Male,faculty,Dry lab,Academia / University,USA,> 10 years,Frequent user,Frequent user,> 10 years,Yes,,,"RNA sequencing (bulk), Methylation, Single cell genomics, Microarray",RStudio,"I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators, I contribute to R packages (on CRAN, Bioconductor or elsewhere), I have written my own R / Bioconductor package that is shared on GitHub or similar, I have written my own R package and released it via CRAN, I have written my own R / Bioconductor package and released it via Bioconductor",,Colleagues and lab members,4,5,2,2,5,5,5,3,3,Not Applicable / Rarely use,5,4,Not Applicable / Rarely use,4,5,,,"limma, minfi, genomicRanges, preprocessCore, Deseq, edgeR, ",,It is hard to et help or see code for S4 methods/classes,,,
10/11/2019 8:19:52,Female,Tenured Professor,Dry lab,Academia / University,USA,> 10 years,Frequent user,Frequent user,> 10 years,Yes,"JavaScript, C++",none,"DNA sequencing (whole genome, exome / targeted), Single cell genomics, Metabolomics, Imaging data, FACS, 16S microbiome",RStudio,"I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators, I contribute to R packages (on CRAN, Bioconductor or elsewhere), I have written my own R / Bioconductor package, but its not publicly available, I have written my own R / Bioconductor package that is shared on GitHub or similar, I have written my own R package and released it via CRAN, I have written my own R / Bioconductor package and released it via Bioconductor",Lacking real examples,GitHub,4,4,3,3,4,5,5,4,3,4,4,4,4,3,4,"biomaRt is OK for human, what about more bacteria?",Not enough non human data.,"DESeq2, limma, EBImage, phyloseq, dada2",Vignetters and course information and workflows.,"The community was quite closed a few years ago, it has improved a lot.","Re-analyse existing published data comparing choices and tools, data analytic competitions.","Cross species interactions, especially microbial, equivalent of STRING but across species.","Try to normalize the vocabulary and not multiply packages that do the same thing but with different terminolgy, it seems like a waste of resources. More carefully check the statistical correctness of packages, not just computational correctness."
10/11/2019 8:53:17,Male,Prof,Both,Academia / University,Us,5 - 10 years,Sometimes user,Rare user,5 - 10 years,No,C matlab python ,Kallisto,"RNA sequencing (bulk), Methylation, Single cell genomics, Microarray","Command line, RStudio","I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators, I contribute to R packages (on CRAN, Bioconductor or elsewhere)",Review time ,Students ,3,2,2,1,1,3,3,3,2,2,2,2,1,1,3,,,Deseq2,Community,Community,,,
10/11/2019 14:20:42,M,Staff Scientist,Dry lab,Academia / University,USA,2 - 5 years,Sometimes user,Sometimes user,2 - 5 years,Yes,"Perl, Python, Shell",,"RNA sequencing (bulk), Methylation, Single cell genomics, Microarray, CRISPR","Command line, RStudio",I use functions from R packages to analyze data,,,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,
10/11/2019 16:15:05,Male,PhD student,Dry lab,Academia / University,South Korea,2 - 5 years,Frequent user,Frequent user,2 - 5 years,Yes,,,"RNA sequencing (bulk), Microarray, Imaging data","Command line, RStudio","I use functions from R packages to analyze data, I contribute to R packages (on CRAN, Bioconductor or elsewhere), I have written my own R package and released it via CRAN, I have written my own R / Bioconductor package and released it via Bioconductor",I'd like to see the packages hosted on GitHub rather than a separate git server. This would make it easer on the developer side to maintain the package. The example that comes to mind is ROpenSci.,"Google :) Usually the first few entries are from biostars, seqanswers and the support site.",3,3,4,3,4,Not Applicable / Rarely use,5,Not Applicable / Rarely use,4,4,4,Not Applicable / Rarely use,Not Applicable / Rarely use,4,5,,,"Other than the core packages and classes, I use DESeq2 and limma",The open source nature of the project and the community around the project are awsome.,"I hated the fact that it took me a long time to be able to use bioconductor successfully. There is probably no way around it, since the packages and the analyses they perform are fairly advanced, but any thing can be done on this front would be useful.","The submission and review process is great. I just don't understand why the packages are not hosted on GitHub directly! Maybe there is a technical reasons for it but models line the ROpenSci are working, so why not. I also think the developers mailing list can be improved. Maybe it's my email client, but I can't follow the conversations and there is no way to show code and messages properly. Maybe a slack channel!",I'd like to see more evolutionary genomics type of analysis/pacakges and resources in general.,
10/11/2019 20:52:07,Male,post-doc,Dry lab,Academia / University,Belgium,5 - 10 years,Frequent user,Rare user,2 - 5 years,Yes,"Python, unix",,"RNA sequencing (bulk), Single cell genomics, Microarray",RStudio,"I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators, I contribute to R packages (on CRAN, Bioconductor or elsewhere), I have written my own R / Bioconductor package that is shared on GitHub or similar, I have written my own R / Bioconductor package and released it via Bioconductor","The review times can be extensive, and the enforced coding guidelines, although very much appreciated, do not always seem to be a must.",Bioconductor support site,5,5,4,4,4,5,5,3,3,Not Applicable / Rarely use,3,2,5,2,4,,,"edgeR, SingleCellExperiment",,,,,
10/12/2019 1:54:10,Female,Postdoc,Both,Academia / University,Germany,2 - 5 years,Sometimes user,Frequent user,2 - 5 years,Yes,"Python, Matlab","Bioconda, Biopython","RNA sequencing (bulk), DNA sequencing (whole genome, exome / targeted), Metabolomics, Proteomics, Microarray, Networks, pollution","Command line, RStudio","I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators","Time to tidy-up the scripts, optimize and submit.","Biostar, seqanswers, google, bioconductor vignette",4,Not Applicable / Rarely use,5,5,4,4,5,Not Applicable / Rarely use,5,5,5,Not Applicable / Rarely use,Not Applicable / Rarely use,Not Applicable / Rarely use,5,I used biomaRt for last 3yrs abd swiched to AnnotationHub now. Love the caching...,Not used yet,"DESeq2, AnnotationHub","Easy to install,good quality,stay updated",That I have to update R to often.,,,
10/12/2019 6:50:58,F,Senior Biostatistician,Dry lab,Pharmaceutical,France,> 10 years,Frequent user,Sometimes user,> 10 years,Yes,,,"RNA sequencing (bulk), Single cell genomics, Proteomics, Microarray, FACS",RStudio,"I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators, I have written my own R / Bioconductor package and released it via Bioconductor",,Package help and google,5,5,4,5,5,5,4,5,4,Not Applicable / Rarely use,5,Not Applicable / Rarely use,5,4,5,Not super easy to understand how they work.,Never used it.,limma and deseq2,Open source community and cutting edge.,Constant update of packages. It was easier to maintain workflow when changes where pushed only twice a year.,,,
10/13/2019 4:01:25,Male,Senior Scientist in industry,Dry lab,Biotechnology (including start-up),USA,> 10 years,Frequent user,Frequent user,> 10 years,Yes,A little bit of python ,Bioconda ,"RNA sequencing (bulk), Single cell genomics, Metabolomics, CRISPR",RStudio,"I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators, I contribute to R packages (on CRAN, Bioconductor or elsewhere), I have written my own R / Bioconductor package, but its not publicly available, I have written my own R / Bioconductor package that is shared on GitHub or similar",When the submission deadline comes around I always find myself too busy. When we are in an “off cycle” release (when devel requires R-devel) I also am less inclined to jump between r versions,The support forum,2,2,3,3,3,3,3,3,2,1,2,2,3,,3,"It’s a difficult problem to tackle and think the solutions in place are admirable. They can be a bit laborious to use, but I’m not sure that I have any tangible suggestions on how to make it better",Don’t use experimenthub all that much,limma and edgeR,"Quality of software and the breadth of things you can learn from the support forum. Vignettes, too",,,,
10/14/2019 1:17:34,male,staff scientist,Dry lab,Academia / University,UK,5 - 10 years,Frequent user,Frequent user,5 - 10 years,Yes,"C++, Java, Ruby, Python",,"RNA sequencing (bulk), DNA sequencing (whole genome, exome / targeted), Methylation, Single cell genomics",Command line,"I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators, I contribute to R packages (on CRAN, Bioconductor or elsewhere), I have written my own R package and released it via CRAN, I have written my own R / Bioconductor package and released it via Bioconductor",none,bioconductor support site,4,4,4,3,3,5,5,Not Applicable / Rarely use,4,Not Applicable / Rarely use,5,5,Not Applicable / Rarely use,4,4,"Good experience with annotation packages (BSgenome, etc).  Some frustration with biomaRt due to frequent updates leading to difficulty in reproducing results exactly (they have the archive versions, but it can be a challenge just to figure out which version was used).",none,"GenomicRanges, SummarizedExperiment","central location for nearly all bioinformatics R packages, good documentation, good standards for inspection/curation of incoming packages","some lack of standardization, due to packages coming from many sources.  In some cases, too many layers of abstraction make it hard to understand what the underlying data structures are really doing.",no,none,no
10/15/2019 7:07:37,Male,PhD student,Dry lab,Academia / University,USA,> 10 years,Frequent user,Frequent user,5 - 10 years,Yes,Python,,"RNA sequencing (bulk), DNA sequencing (whole genome, exome / targeted), Methylation, Microarray","Command line, RStudio, Emacs + ESS","I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators, I contribute to R packages (on CRAN, Bioconductor or elsewhere), I have written my own R / Bioconductor package that is shared on GitHub or similar","It's a personal package, not suitable for BioC inclusion",https://support.bioconductor.org/,5,5,4,4,4,4,5,4,4,Not Applicable / Rarely use,4,Not Applicable / Rarely use,Not Applicable / Rarely use,Not Applicable / Rarely use,5,"I developed an adequate annotation workflow using biomaRt and various BioC annotation packages prior to the development of AnnotationHub and haven't yet had the time to ""update"" my workflow to take advantage of AnnotationHub.",I haven't used ExperimentHub yet.,"limma, edgeR, DESeq2, csaw, BiocParallel, rtracklayer, SummarizedExperiment, GenomicRanges, ","Modularity, interoperability, and being open source",,,,
10/16/2019 2:07:22,Male,Post-doc,Dry lab,Academia / University,UK,5 - 10 years,Sometimes user,Sometimes user,2 - 5 years,No,"Perl, Java, Python",,"RNA sequencing (bulk), Proteomics, Imaging data",RStudio,"I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators",,,4,Not Applicable / Rarely use,4,4,3,3,Not Applicable / Rarely use,Not Applicable / Rarely use,Not Applicable / Rarely use,Not Applicable / Rarely use,Not Applicable / Rarely use,4,Not Applicable / Rarely use,Not Applicable / Rarely use,5,,,,,,,,
10/16/2019 6:46:53,M,Bioinformatics scientist,Dry lab,Pharmaceutical,USA,> 10 years,Frequent user,Sometimes user,> 10 years,Yes,,,"RNA sequencing (bulk), DNA sequencing (whole genome, exome / targeted), Single cell genomics",Emacs + ESS,"I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators, I have written my own R / Bioconductor package and released it via Bioconductor",,,4,4,5,4,4,5,4,5,Not Applicable / Rarely use,Not Applicable / Rarely use,4,4,Not Applicable / Rarely use,4,5,,,,,,,,
10/17/2019 9:26:45,female,staff scientist,Dry lab,Academia / University,USA,5 - 10 years,Frequent user,Frequent user,5 - 10 years,Yes,python,,"DNA sequencing (whole genome, exome / targeted)",Emacs + ESS,"I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators, I contribute to R packages (on CRAN, Bioconductor or elsewhere), I have written my own R / Bioconductor package, but its not publicly available, I have written my own R / Bioconductor package that is shared on GitHub or similar, I have written my own R / Bioconductor package and released it via Bioconductor",,support.bioconductor.org,5,5,5,4,5,5,4,5,Not Applicable / Rarely use,Not Applicable / Rarely use,Not Applicable / Rarely use,5,Not Applicable / Rarely use,5,5,,,"SeqArray, SeqVarTools, GENESIS",,,,,
10/18/2019 9:16:40,male,post-doc,Dry lab,Academia / University,Australia,2 - 5 years,Frequent user,Rare user,1 - 2 years,Yes,,,Single cell genomics,RStudio,"I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators, I contribute to R packages (on CRAN, Bioconductor or elsewhere)",,"vignettes, github",4,Not Applicable / Rarely use,4,4,4,4,4,3,Not Applicable / Rarely use,Not Applicable / Rarely use,2,Not Applicable / Rarely use,Not Applicable / Rarely use,3,4,,,"SingleCellExperiment, SummarizedExperiment",,documentation,More Datathons,,
10/21/2019 0:20:20,Male ,Post-doc,Both,Academia / University,Germany ,2 - 5 years,Frequent user,Rare user,2 - 5 years,Yes,Bash,Bioconda,"RNA sequencing (bulk), Proteomics, ChIP-seq",RStudio,"I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators",It is time consuming to write proper documentation.,"Vignettes, help pages ",2,3,3,4,4,4,4,3,3,4,2,Not Applicable / Rarely use,Not Applicable / Rarely use,Not Applicable / Rarely use,5,"Many options, easy to lose overview ",NA,"GenomicRanges, rtracklayer, DESeq2",Nice community ,When a function gets deprecated ,More intermediate to advanced workshops. There is a gap between beginner/easy and advanced courses.,NA,Keep up the good work 
10/23/2019 22:51:13,Male,PhD student,Dry lab,Academia / University,Portugal,2 - 5 years,Frequent user,Sometimes user,2 - 5 years,Yes,"C, JavaScript, Python",Bioconda,RNA sequencing (bulk),"Command line, RStudio","I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators, I contribute to R packages (on CRAN, Bioconductor or elsewhere), I have written my own R / Bioconductor package that is shared on GitHub or similar, I have written my own R / Bioconductor package and released it via Bioconductor",,,3,2,4,4,4,5,4,3,3,4,4,3,Not Applicable / Rarely use,3,3,"Hard for a first-comer to understand how to create AnnotationHub data, kind of formats supported and best practices",,"limma, edgeR",High-quality review of bioinformatics software and resource for multiple R packages for different aspects,Redundant information across the website for developers; e.g. the developer resources at https://bioconductor.org/developers are spread across many articles and should be re-written to be simpler and with less redundancy,,,Improve the website to make it easier to explore packages with a more modern interface
